global_energy_metrics_local_process_results_cpu_power_process_2,global_energy_metrics_global_experiment_results_gpu_energy_total,compute_metrics_compute_utilisation_cpu_usage_percent,global_energy_metrics_per-process_emissions_1,variables_backend,global_energy_metrics_local_process_results_gpu_energy_process_0,compute_metrics_compute_utilisation_gpu_utilization_percent_3,variables_sharding_config_fsdp_config_cpu_offload,model_architecture_total_params,variables_config_name,global_energy_metrics_local_process_results_ram_energy_process_3,inference_metrics_raw_inference_metrics_total_generated_tokens,setup_os,setup_available_gpu_count,global_energy_metrics_global_experiment_results_cpu_power_avg,global_energy_metrics_local_process_results_total_energy_joules_process_2,global_energy_metrics_experiment_id,compute_metrics_compute_utilisation_gpu_utilization_percent_2,compute_metrics_compute_utilisation_gpu_utilization_percent_0,variables_number_input_prompts,inference_metrics_raw_inference_metrics_total_input_tokens,setup_python_version,compute_metrics_memory_gpu_current_memory_reserved_bytes,compute_metrics_memory_gpu_max_memory_allocated_bytes,global_energy_metrics_local_process_results_total_energy_kwh_process_1,setup_is_encoder_decoder,setup_date_time,variables_decoder_config_decoder_temperature,variables_accelerate_config_distributed_type,setup_gpu_model,global_energy_metrics_global_derived_quantities_tokens_per_joule,global_energy_metrics_global_experiment_results_cpu_energy_total,inference_metrics_inference_performance_total_inference_time_sec,variables_latency_simulation_burst_size,global_energy_metrics_local_process_results_total_energy_joules_process_0,global_energy_metrics_local_process_results_ram_power_process_2,variables_quantisation_cached_flops_for_quantised_models,global_energy_metrics_global_experiment_results_total_energy_kwh,inference_metrics_inference_performance_average_latency_ms_per_batch,compute_metrics_flops,variables_max_output_tokens,variables_accelerate_config_num_processes,variables_batching_options_batch_size___fixed_batching,inference_metrics_inference_performance_throughput_queries_per_sec,global_energy_metrics_local_process_results_gpu_power_process_3,global_energy_metrics_local_process_results_ram_power_process_1,global_energy_metrics_global_experiment_results_ram_power_avg,global_energy_metrics_local_process_results_total_energy_kwh_process_2,global_energy_metrics_local_process_results_total_energy_kwh_process_0,variables_quantisation_quantization,global_energy_metrics_local_process_results_cpu_power_process_0,variables_decoder_config_decoder_top_p,global_energy_metrics_local_process_results_gpu_energy_process_3,global_energy_metrics_local_process_results_ram_energy_process_2,global_energy_metrics_local_process_results_ram_energy_process_0,inference_metrics_inference_performance_throughput_tokens_per_sec,global_energy_metrics_local_process_results_cpu_energy_process_1,global_energy_metrics_local_process_results_cpu_power_process_3,setup_experiment_id,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_local_process_results_gpu_power_process_0,compute_metrics_memory_gpu_current_memory_allocated_bytes,global_energy_metrics_local_process_results_total_energy_joules_process_3,variables_batching_options_adaptive_batching,setup_cpu_model,global_energy_metrics_global_derived_quantities_joules_per_token,global_energy_metrics_local_process_results_gpu_power_process_2,variables_sharding_config_sharding_strategy,global_energy_metrics_local_process_results_cpu_energy_process_0,setup_task_type,setup_region,global_energy_metrics_local_process_results_cpu_power_process_1,compute_metrics_memory_gpu_max_memory_reserved_bytes,global_energy_metrics_global_derived_quantities_joules_per_flop,setup_available_cpu_count,variables_inference_type,global_energy_metrics_global_experiment_results_gpu_power_avg,compute_metrics_compute_utilisation_gpu_utilization_percent_1,global_energy_metrics_local_process_results_cpu_energy_process_3,variables_decoder_config_decoder_top_k,global_energy_metrics_local_process_results_gpu_energy_process_2,global_energy_metrics_local_process_results_ram_power_process_3,global_energy_metrics_local_process_results_ram_power_process_0,global_energy_metrics_local_process_results_gpu_energy_process_1,variables_latency_simulation_delay_min,variables_quantisation_load_in_8bit,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_global_experiment_results_ram_energy_total,variables_latency_simulation_simulate_burst,inference_metrics_raw_inference_metrics_number_input_prompts,model_architecture_architecture,global_energy_metrics_per-process_emissions_2,variables_fp_precision,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,global_energy_metrics_per-process_emissions_0,global_energy_metrics_local_process_results_total_energy_joules_process_1,variables_decoder_config_decoding_mode,variables_sharding_config_fsdp_config_use_orig_params,variables_batching_options_adaptive_max_tokens,global_energy_metrics_local_process_results_cpu_energy_process_2,variables_latency_simulation_delay_max,setup_model,variables_latency_simulation_simulate,variables_query_rate,variables_latency_simulation_burst_interval,variables_max_input_tokens,global_energy_metrics_local_process_results_total_energy_kwh_process_3,setup_country,global_energy_metrics_local_process_results_ram_energy_process_1,global_energy_metrics_per-process_emissions_3,variables_batching_options_max_batch_size___adaptive_batching,variables_quantisation_load_in_4bit,variables_decode_token_to_text,global_energy_metrics_global_experiment_results_total_energy_joules
112.5,0.014973632256673947,4.7,0.0015870573551341877,pytorch,0.00282757753983795,100.0,False,1100048384,batching_64,2.33241312949949e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,16529.1556742674,0119,100.0,0.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",13212057600,8818209280,0.004912611201195243,False,"April 11, 2025 at 01:42:03 PM",1.0,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.27056587319914366,0.0018374250711252105,10.367802049000602,0,11342.227859168272,0.6497969627380371,1034544128000,0.01682071377775486,5183.901024500301,16949970993152,128,4,64,12.34591472667425,807.6256181421045,0.6456198692321777,0.6627237796783447,0.004591432131740944,0.0031506188497689644,False,112.5,0.0,0.003717694085263984,2.6350869480689943e-06,1.7687734622462276e-06,1580.277085014304,0.0005635789367813686,112.5,0119,471.7358266118246,1099.6186513763053,8818209280,14997.785742178961,False,AMD EPYC 7742 64-Core Processor,3.695957617182465,624.8867592943449,NO_SHARD,0.0003212725364687685,text_generation,saxony,112.5,13212057600,3.572547093111977e-09,128,pure_generative,750.9667138561447,100.0,0.0004460250966562286,0,0.00408224854357403,0.6531343460083008,0.7023439407348633,0.004346112087997983,0,False,279912335.35536665,9.656449955704857e-06,False,128,Unknown (no config attribute),0.001200228250819487,torch.float32,2015821824,0.0017491060705867127,17685.400324302875,NA,False,0,0.0005065485012188448,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.004166051595049711,Germany,2.9201764158901453e-06,0.0018714592370953278,0,False,True,60554.56959991751
112.5,0.026717849707596164,5.5,0.0028866031161137408,pytorch,0.005347137333262059,100.0,False,1100048384,precis_float32_quant_False_quant8_False_quant4_False,4.752660211994232e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,30001.08444710838,0120,100.0,11.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",13212057600,8818209280,0.008564665402173282,False,"April 11, 2025 at 01:43:09 PM",1.0,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.1489097311367798,0.0038253681402808867,23.777636398999675,0,21913.939140266863,0.6475839614868164,1034544128000,0.030562885825982232,2972.2045498749594,16949970993152,128,4,16,5.383209577777249,672.9666416524083,0.656609058380127,0.6637330055236816,0.008333634568641217,0.006087205316740795,False,112.5,0.0,0.006634228362934064,5.333862244538439e-06,3.924762510152729e-06,689.0508259554879,0.0010976355177188565,112.5,0120,528.4347892892555,845.5226175191438,8818209280,27278.569938336965,False,AMD EPYC 7742 64-Core Processor,6.715477842623047,486.6157919648468,NO_SHARD,0.0007361432209685859,text_generation,saxony,112.5,13212057600,6.491243496404097e-09,128,pure_generative,633.3849601064136,100.0,0.000938399515280878,0,0.007275110820084113,0.6499171257019044,0.7008218765258789,0.007461373191315929,0,False,154053687.9496143,1.966797810518477e-05,False,128,Unknown (no config attribute),0.002318920865412406,torch.float32,2011570176,0.003174698088923872,30832.795447823813,NA,False,0,0.0010531898863125663,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.007577380538426935,Germany,5.656693138499367e-06,0.003262709284957912,0,False,True,110026.38897353601
112.5,0.016987804979121557,5.5,0.0020134979601734806,pytorch,0.0038799142150399146,100.0,False,1100048384,precis_float16_quant_False_quant8_False_quant4_False,5.374088171357257e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,18976.24851216497,0121,100.0,0.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",6870269952,4419853312,0.005285465179612759,False,"April 11, 2025 at 01:44:07 PM",1.0,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.2252417801385727,0.0031951766975004143,23.51897817099598,0,16607.154641301142,0.8570151329040527,1034544128000,0.020205448155804787,2939.8722713744974,16949970993152,128,4,16,5.442413316997414,722.9123415351803,0.8529124259948732,0.9163945913314819,0.0052711801422680475,0.004613098511472539,False,112.5,0.0,0.0042366381115298835,5.55348169581517e-06,5.993833526246146e-06,696.628904575669,0.0008365868269374915,112.5,0121,498.91715820133163,590.6071427931262,4419853312,18128.535560825196,False,AMD EPYC 7742 64-Core Processor,4.43967366704695,494.1064886545817,NO_SHARD,0.0007271904629063783,text_generation,saxony,112.5,6870269952,4.291429961165417e-09,128,pure_generative,576.635782796055,100.0,0.0007936921227502011,0,0.00442791937566589,0.8724031448364259,1.0832476615905762,0.004443333276885869,0,False,233022561.0226274,2.2466479182817772e-05,False,128,Unknown (no config attribute),0.002008056075197013,torch.float16,3105521664,0.0019183515616378775,19027.674646605934,NA,False,0,0.0008377072849063437,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.005035704322451443,Germany,5.545075789399197e-06,0.001757359877945464,0,False,True,72739.61336089723
112.5,0.06704238974498,32.9,0.008996479544527399,pytorch,0.01046701670694003,100.0,False,1100048384,precis_float16_quant_True_quant8_True_quant4_False,2.585795126892437e-05,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,85017.263053678,0122,100.0,0.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",2883584000,1576560640,0.026400942903213605,False,"April 11, 2025 at 01:47:13 PM",1.0,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.055599697862211354,0.01470069901234427,74.51146055599929,0,45979.82980037169,0.9904131889343262,1034544128000,0.08185496119762728,9313.932569499912,1034544128000,128,4,16,1.7178565424013028,504.4283241280552,0.9914517402648926,0.9795541763305664,0.023615906403799444,0.012772174944547693,True,112.5,0.0,0.015643170847860044,3.276591607232212e-05,1.570739720097907e-05,219.88563742736676,0.0047936341938748794,112.5,0122,328.13377023779583,566.7352606591663,1576560640,68637.37300583953,False,AMD EPYC 7742 64-Core Processor,17.985709247525527,541.8323302320946,NO_SHARD,0.0022894508404066867,text_generation,saxony,112.5,2883584000,2.848383672923986e-07,128,pure_generative,485.28242131427794,100.0,0.003396908146937562,0,0.01936243465660198,0.9893217086791993,0.9470300674438477,0.02156976753357795,0,True,3510762.9969436587,0.00011187244030298946,False,128,Unknown (no config attribute),0.007263168679604047,torch.float16,2712805376,0.010057439198979223,95043.39445156898,NA,False,0,0.004220705831125143,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.019065936946066536,Germany,3.75411757607639e-05,0.004865560045125444,0,False,True,294677.86031145824
112.5,0.021821357457072282,6.0,0.002638969539821171,pytorch,0.005306622856406096,100.0,False,615606272,precis_float16_quant_True_quant8_False_quant4_True,8.705309070087195e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,24938.418016422667,0123,100.0,0.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",1929379840,1087688704,0.006439299452365234,False,"April 11, 2025 at 01:48:28 PM",1.0,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.17165828370106354,0.004657312391781374,37.632225758999994,0,23217.85307344039,0.976651668548584,1034544128000,0.026512621546634477,4704.028219874999,1034544128000,128,4,16,3.401340139159533,676.823882633681,0.9801349639892579,0.9627295732498169,0.006927338337895186,0.0064494036315112194,True,112.5,0.0,0.005513312743980092,9.06806972831638e-06,7.892380917624673e-06,435.37153781242023,0.0011268923265624262,112.5,0123,506.2097790768871,487.38897126180734,1087688704,24107.688449506215,False,AMD EPYC 7742 64-Core Processor,5.825527195305427,715.6385166256223,NO_SHARD,0.0011348883941874985,text_generation,saxony,112.5,1929379840,9.225844986661035e-08,128,pure_generative,596.5152873994995,100.0,0.0011745620718126592,0,0.00569730066894808,0.9675006866455078,0.926630973815918,0.0053041211877380146,0,False,10839115.565520838,3.3951697780819576e-05,False,128,Unknown (no config attribute),0.002551062198566498,torch.float16,2653773824,0.002456900313424199,23181.47802851484,NA,False,0,0.0012209695992187904,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.006696580124862838,Germany,8.285938064791328e-06,0.002453051126378536,0,True,True,95445.43756788412
112.5,0.02303511231696434,4.9,0.0022481246277595048,pytorch,0.005058052657550105,100.0,False,1100048384,decoding_greedy_decoder_temperature_0,4.280008090891816e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,24971.07206403459,0124,100.0,11.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",12016680960,8818209280,0.007500359749999242,False,"April 11, 2025 at 01:49:39 PM",0,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.17028649133457918,0.0036727609494683977,23.034821987002942,0,21244.910513018025,0.6175174713134766,1034544128000,0.02672620168190018,2879.352748375368,16949970993152,128,4,16,5.556804392594052,11.318236634116907,0.6196131706237793,0.6430245637893677,0.006936408906676275,0.005901364031393896,False,112.5,0.0,0.005520964138990031,4.5029379621354024e-06,4.503793218874494e-06,711.2709622520387,0.0010328415149375588,112.5,0124,452.2257271901062,0.0,8818209280,22997.04837779076,False,AMD EPYC 7742 64-Core Processor,5.872456424245645,532.3565967744776,NO_SHARD,0.0008388075806249164,text_generation,saxony,112.5,12016680960,5.676371133243381e-09,128,pure_generative,248.97514014967518,100.0,0.0008628248467498451,0,0.0059936189615580615,0.6392884254455566,0.6956791877746582,0.006462476558866143,0,False,176168889.68791178,1.8328415467440987e-05,False,128,Unknown (no config attribute),0.002642424972998327,torch.float32,1998827520,0.0028572620467622115,27001.29509999727,greedy,False,0,0.0009382870071560775,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.006388068993830767,Germany,5.041676195539272e-06,0.0024335348831998308,0,False,True,96214.32605484065
112.5,0.02375775761730181,5.2,0.0022636372616836823,pytorch,0.005265880601589945,100.0,False,1100048384,decoding_greedy_decoder_temperature_0.2,4.52793140446593e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,25203.59602532183,0125,100.0,0.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",13212057600,8818209280,0.0076259539488166645,False,"April 11, 2025 at 01:50:49 PM",0.2,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.16805288202074062,0.0033042282747500168,23.5743614160001,0,21391.50581982217,0.6518039703369141,1034544128000,0.027081422564055914,2946.7951770000127,16949970993152,128,4,16,5.42962745591596,136.9446755587152,0.6507124900817871,0.6640623807907104,0.0070009988959227306,0.005942084949950603,False,112.5,0.0,0.005729860972773948,5.170335896526262e-06,4.242785923156107e-06,694.9923143572429,0.0009646041164687063,112.5,0125,9.292454238687876,2132.583274972605,8818209280,23444.58516971731,False,AMD EPYC 7742 64-Core Processor,5.950507887609942,5.057340908576486,NO_SHARD,0.0006719615624375022,text_generation,saxony,112.5,13212057600,5.751816405466991e-09,128,pure_generative,570.9694364196461,100.0,0.0007779958651875065,0,0.006106161829369905,0.6527080535888672,0.7010250091552734,0.006655854213568013,0,False,173858122.28803396,1.9436672004092392e-05,False,128,Unknown (no config attribute),0.002667030529401764,torch.float32,2012307456,0.0029051071568017084,27453.43421573999,greedy,False,0,0.0008896667306563017,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.0065123847693659195,Germany,5.495618779944095e-06,0.002480892977889947,0,False,True,97493.12123060129
112.5,0.023654061423234063,5.1,0.0024955111288819417,pytorch,0.005040186532146024,100.0,False,1100048384,decoding_greedy_decoder_temperature_0.4,4.212816845920381e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,25414.02457333781,0126,100.0,11.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",13212057600,8818209280,0.007894802040282981,False,"April 11, 2025 at 01:52:03 PM",0.4,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.16664735903395186,0.0036368088355309284,23.30218928499926,0,20897.349946237187,0.6470074653625488,1034544128000,0.02730983039571537,2912.7736606249073,16949970993152,128,4,16,5.493046101140367,675.2676998335459,0.6532902717590332,0.6618218421936035,0.007059451270371614,0.005804819429510329,False,112.5,0.0,0.005704661230392011,4.721320871859632e-06,4.467374614346211e-06,703.109900945967,0.0010880901969687216,112.5,0126,11.212883879817413,0.0,8818209280,23582.727559981602,False,AMD EPYC 7742 64-Core Processor,6.000695155308553,752.5689573137257,NO_SHARD,0.0007601655227499577,text_generation,saxony,112.5,13212057600,5.800327886360158e-09,128,pure_generative,359.7623852567723,100.0,0.0008418836083125144,0,0.006108060442000018,0.6531786918640137,0.6938109397888184,0.00680115321869601,0,False,172404046.73528266,1.8960136950374206e-05,False,128,Unknown (no config attribute),0.0026892979614480668,torch.float32,1992527872,0.003007524837245802,28421.287345018733,greedy,False,0,0.0009466695074997348,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.006550757655550445,Germany,5.558624618247985e-06,0.00221134596167196,0,False,True,98315.38942457533
112.5,0.024483295975509967,4.1,0.002263023578252616,pytorch,0.005265961434988031,100.0,False,1100048384,decoding_greedy_decoder_temperature_0.6,5.305998410242266e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,25578.007750520916,0127,100.0,0.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",13212057600,8818209280,0.007748392345591853,False,"April 11, 2025 at 01:53:15 PM",0.6,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.163176578976482,0.0033875410942499113,24.047178585999063,0,21385.70647515269,0.6517782211303711,1034544128000,0.02789071286858542,3005.897323249883,16949970993152,128,4,16,5.322869772112274,23.198431756489995,0.6535005569458008,0.667077898979187,0.007105002152922477,0.005940474020875747,False,112.5,0.0,0.006184107169503961,5.217500786004036e-06,4.201737887787978e-06,681.3273308303711,0.0009094868724062621,112.5,0127,597.7241985384861,15.275659941683134,8818209280,25548.63965710324,False,AMD EPYC 7742 64-Core Processor,6.128330464288788,27.024433239600942,NO_SHARD,0.0006703108479999285,text_generation,saxony,112.5,13212057600,5.923701366065641e-09,128,pure_generative,165.80568086906504,100.0,0.0009074311812811399,0,0.00619947245957389,0.6574287414550781,0.705604076385498,0.006833754911444084,0,False,168813371.6072477,1.9875798825540525e-05,False,128,Unknown (no config attribute),0.0027035428548259663,torch.float32,2027139072,0.0027066505701558176,27894.21244413067,greedy,False,0,0.0009003121925625806,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.007096844349195344,Germany,5.150561741506247e-06,0.0029517500640532162,0,False,True,100406.5663269075
112.5,0.02415190126595007,4.5,0.0029715554160001157,pytorch,0.00536495512529403,100.0,False,1100048384,decoding_greedy_decoder_temperature_0.8,4.235508513657156e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,25403.402722106268,0128,100.0,11.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",13212057600,8818209280,0.00780038171938605,False,"April 11, 2025 at 01:54:27 PM",0.8,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.16430971323533575,0.0035275707437191386,24.122499768001944,0,22279.676289207753,0.6545605659484863,1034544128000,0.0276983692655631,3015.312471000243,16949970993152,128,4,16,5.3062494032973175,1029.1310202175264,0.6532573699951172,0.6630477905273438,0.00705650075614063,0.006188798969224376,False,112.5,0.0,0.005801293252141987,4.83345449113777e-06,4.308621055340632e-06,679.1999236220566,0.000965277695000225,112.5,0128,498.84821827185505,0.0,8818209280,23949.676154923363,False,AMD EPYC 7742 64-Core Processor,6.086067465577831,0.0,NO_SHARD,0.000819535222875004,text_generation,saxony,112.5,13212057600,5.882849557460183e-09,128,pure_generative,381.9948096223454,100.0,0.0008471590601564003,0,0.006156068535961984,0.6505594253540039,0.6938138008117677,0.0068295843525520705,0,False,169985649.0009805,1.889725589389087e-05,False,128,Unknown (no config attribute),0.002357622967326026,torch.float32,1993207808,0.002688173963051773,28081.37418978978,greedy,False,0,0.0008955987656875094,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.006652687820812045,Germany,5.519671833755312e-06,0.0025343414253383486,0,False,True,99714.12935602717
112.5,0.3502748271640821,5.6,0.04064032212322257,pytorch,0.08661857762813996,100.0,False,1100048384,decoding_greedy_decoder_temperature_1.0,0.00011053850846133131,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,387128.3743735805,0129,100.0,0.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",13212057600,8818209280,0.10779295230486215,False,"April 11, 2025 at 02:07:40 PM",1.0,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.010641835052960714,0.07694024215943829,23.358511439999347,0,380347.6489498269,0.6476454734802246,1034544128000,0.42766224889427557,2919.8139299999184,16949970993152,128,4,16,5.47980124199231,773.0542318010312,0.6505966186523438,0.6619448661804199,0.10753565954821681,0.10565212470828525,False,112.5,0.0,0.087116457470888,0.00010957454039212523,0.00011611414483261811,701.4145589750157,0.01920413359000095,112.5,0129,451.6823519951004,1009.1281413520077,8818209280,384053.44439848076,False,AMD EPYC 7742 64-Core Processor,93.96875586055859,62.15754546504467,NO_SHARD,0.018917432935312662,text_generation,saxony,112.5,13212057600,9.083107556003506e-08,128,pure_generative,574.005567653296,100.0,0.01945451635356205,0,0.08806192572726201,0.6483249664306641,0.7012124061584473,0.08847786633779212,0,False,11009447.965185076,0.0004471795707552988,False,128,Unknown (no config attribute),0.040248176907621266,torch.float32,2013167616,0.04106372518053723,388054.62829750375,greedy,False,0,0.019364159280562638,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.10668151233291133,Germany,0.00011095237706922414,0.04096570950489319,0,False,True,1539584.096019392
112.5,0.02379920292823584,5.9,0.00221704397726281,pytorch,0.005062816550249982,100.0,False,1100048384,decoding_greedy_decoder_temperature_1.2,4.628044154846935e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,25433.1140766397,0130,100.0,0.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",13212057600,8818209280,0.007894605428954603,False,"April 11, 2025 at 02:08:53 PM",1.2,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.16623268446005704,0.003558752443187474,23.30423044300369,0,20951.196530111865,0.6500501632690431,1034544128000,0.02737795594105723,2913.028805375461,16949970993152,128,4,16,5.492564979266573,840.6428238881521,0.6554460525512695,0.666487455368042,0.0070647539101776945,0.005819776813919962,False,112.5,0.0,0.005747851264943926,5.162480897917238e-06,4.415437482378411e-06,703.0483173461214,0.0010711728677498514,112.5,0130,13.321082137965714,1201.7009860503501,8818209280,23755.751236817898,False,AMD EPYC 7742 64-Core Processor,6.015664147204959,1290.999517383447,NO_SHARD,0.0007525448261876023,text_generation,saxony,112.5,13212057600,5.8147970534950045e-09,128,pure_generative,836.6661023649788,100.0,0.0008463404789061997,0,0.006170897158935956,0.6599321365356445,0.700521469116211,0.006817637954105976,0,False,171975047.58982885,2.0000569633917996e-05,False,128,Unknown (no config attribute),0.0030074499381602562,torch.float32,2011959296,0.002513820398240494,28420.57954423657,greedy,False,0,0.0008886942703438199,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.006598819788004972,Germany,5.794607098775412e-06,0.0026913180020821928,0,False,True,98560.64138780604
112.5,0.02048044666212237,3.8,0.002328302998802386,pytorch,0.004824784137602067,100.0,False,1100048384,decoding_top_k_decoder_top_k_20_decoder_temperature_0,4.162911128687534e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,22421.505866311934,0132,100.0,0.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",13212057600,8818209280,0.005591960067544417,False,"April 11, 2025 at 02:10:30 PM",0,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.19381121093974285,0.0029863196549063105,23.158800468001573,0,19980.710479432953,0.6282620429992676,1034544128000,0.023482187067734077,2894.8500585001966,16949970993152,128,4,16,5.527056557910118,57.2544055462669,0.6089358329772949,0.6420378684997559,0.006228196073975538,0.005550197355398042,False,112.5,0.0,0.005311692304906079,3.977976446570834e-06,3.800220920839246e-06,707.4632394124951,0.0006324847938750508,112.5,0132,1252.8297111531988,1061.801104402552,8818209280,22002.60085493789,False,AMD EPYC 7742 64-Core Processor,5.159660244375163,418.0610628743318,NO_SHARD,0.0007216129968751375,text_generation,saxony,112.5,13212057600,4.987375699816609e-09,128,pure_generative,697.4865709940874,100.0,0.0007959783547813118,20,0.005387974588154154,0.6336665153503418,0.6972870826721191,0.0049559956314600695,0,False,200506250.21828035,1.5420750705392714e-05,False,128,Unknown (no config attribute),0.002372631294380981,torch.float32,2001289216,0.0021302571877310455,20131.056243159903,top_k,False,0,0.0008362435093748103,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.006111833570816081,Germany,3.4796422092951e-06,0.0021143476825388843,0,False,True,84535.87344384268
112.5,0.019082125543466277,3.3,0.002065456495128906,pytorch,0.00466093845097007,100.0,False,1100048384,decoding_top_k_decoder_top_k_50_decoder_temperature_0,4.36100579913946e-06,16384,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4,112.5,19518.685870754853,0133,100.0,0.0,128,16384,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",13212057600,8818209280,0.005351851658292929,False,"April 11, 2025 at 02:11:31 PM",0,DistributedType.MULTI_GPU,4 x NVIDIA A100-PCIE-40GB,0.20774907658444047,0.0028088144745307205,23.033007491005264,0,19165.613535236585,0.6056070327758789,1034544128000,0.02190676938706533,2879.125936375658,16949970993152,128,4,16,5.557242146948718,13.165969564181015,0.6200723648071289,0.635866641998291,0.0054218571863207925,0.005323781537565718,False,112.5,0.0,0.005017582069618082,3.331931863439469e-06,4.313314533223849e-06,711.3269948094359,0.0006922648168123829,112.5,0133,19.49086183449907,2092.3935111820215,8818209280,20913.404417589205,False,AMD EPYC 7742 64-Core Processor,4.8134991329000965,1856.5490414943677,NO_SHARD,0.0006585297720624226,text_generation,saxony,112.5,13212057600,4.652773141930294e-09,128,pure_generative,995.3998460187673,100.0,0.000787335929468668,50,0.004747841298270106,0.6207017898559571,0.6970853805541992,0.00465576372460802,0,False,214925587.2778552,1.5829369068330263e-05,False,128,Unknown (no config attribute),0.0020280945767356603,torch.float32,1999810560,0.0020387878892266917,19266.665969854545,top_k,False,0,0.000670683956187247,0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,1.0,0.0,128,0.00580927900488589,Germany,3.823116872527485e-06,0.00221304483691128,0,False,True,78864.36979343518
